chr	start	end	strand	gene_id	gene_name
chr11	74931724	74936937	+	ENSG00000286943.1	ENSG00000286943
chr11	74949261	74979033	+	ENSG00000118363.13	SPCS2
chr11	74968189	74968292	-	ENSG00000200152.1	RNU6-216P
chr11	74988279	75018893	+	ENSG00000162139.10	NEU3
chr11	75069243	75096964	-	ENSG00000284722.2	ENSG00000284722
chr11	75071148	75072052	-	ENSG00000234611.1	OR2AT2P
chr11	75079265	75080131	-	ENSG00000213333.3	NPM1P50
chr11	75081753	75096876	-	ENSG00000171561.4	OR2AT4
chr11	75099172	75140148	-	ENSG00000255395.1	ENSG00000255395
chr11	75100563	75206549	+	ENSG00000137491.15	SLCO2B1
chr11	75131138	75131880	-	ENSG00000254475.1	OR2AT1P
chr11	75206048	75241173	-	ENSG00000255136.3	TPBGL-AS1
chr11	75228322	75228657	-	ENSG00000255460.1	ZDHHC20P3
chr11	75240774	75243704	+	ENSG00000261594.4	TPBGL
chr11	75260122	75351705	-	ENSG00000137486.17	ARRB1
chr11	75260127	75261025	+	ENSG00000254429.1	ENSG00000254429
chr11	75260129	75262466	-	ENSG00000279117.1	ENSG00000279117
chr11	75264289	75265170	+	ENSG00000254963.1	ENSG00000254963
chr11	75335092	75335186	-	ENSG00000199090.1	MIR326
chr11	75399515	75422280	+	ENSG00000149273.15	RPS3
chr11	75400391	75400538	+	ENSG00000206941.1	SNORD15A
chr11	75404421	75404566	+	ENSG00000207445.1	SNORD15B
chr11	75422394	75433203	-	ENSG00000149243.17	KLHL35
chr11	75434640	75525941	-	ENSG00000158555.15	GDPD5
chr11	75506937	75508391	-	ENSG00000254460.1	ENSG00000254460
chr11	75562056	75572783	+	ENSG00000149257.16	SERPINH1
chr11	75583196	75594665	+	ENSG00000255326.1	ENSG00000255326
chr11	75586918	75669038	-	ENSG00000171533.12	MAP6
chr11	75596144	75597270	-	ENSG00000255434.1	ENSG00000255434
chr11	75635883	75638587	-	ENSG00000254630.1	ENSG00000254630
chr11	75642600	75642889	+	ENSG00000255280.1	ENSG00000255280
chr11	75717838	75732958	+	ENSG00000166391.15	MOGAT2
chr11	75742129	75742426	+	ENSG00000263993.2	RN7SL786P
chr11	75758455	75768647	-	ENSG00000247867.2	DGAT2-DT
chr11	75759512	75801535	+	ENSG00000062282.15	DGAT2
chr11	75775904	75776929	+	ENSG00000254826.1	ENSG00000254826
chr11	75800877	75803415	-	ENSG00000254814.1	ENSG00000254814
chr11	75803431	75815406	-	ENSG00000255507.7	UVRAG-DT
chr11	75815210	76144232	+	ENSG00000198382.9	UVRAG
chr11	75835215	75835323	-	ENSG00000200256.1	Y_RNA
chr11	75837544	75837645	-	ENSG00000199362.1	Y_RNA
chr11	75911204	75911628	-	ENSG00000255255.1	PPP1R1AP1
chr11	75914201	75915213	+	ENSG00000255081.1	ENSG00000255081
chr11	75934936	75935039	+	ENSG00000223013.1	RNA5SP344
chr11	75942129	75942435	-	ENSG00000254915.1	ENSG00000254915
chr11	76137315	76137731	-	ENSG00000255421.1	ENSG00000255421
chr11	76186325	76210736	-	ENSG00000085741.14	WNT11
chr11	76190725	76195071	+	ENSG00000254933.1	ENSG00000254933
chr11	76210956	76216025	-	ENSG00000255362.1	LINC02761
chr11	76349898	76381132	-	ENSG00000137492.9	THAP12
chr11	76381303	76414619	+	ENSG00000179240.13	GVQW3
chr11	76404140	76404252	-	ENSG00000201756.1	Y_RNA
chr11	76435559	76444690	-	ENSG00000255135.5	EMSY-DT
chr11	76444923	76553031	+	ENSG00000158636.17	EMSY
chr11	76591023	76591211	+	ENSG00000254755.1	ENSG00000254755
chr11	76607853	76630465	-	ENSG00000255363.3	LINC02757
chr11	76625462	76626834	-	ENSG00000255479.1	ENSG00000255479
chr11	76653597	76656914	-	ENSG00000254810.2	ENSG00000254810
chr11	76656984	76663866	+	ENSG00000236304.2	ENSG00000236304
chr11	76657524	76670747	-	ENSG00000137507.11	LRRC32
chr11	76675079	76703195	+	ENSG00000254975.1	ENSG00000254975
chr11	76694041	76719801	-	ENSG00000204529.4	GUCY2EP
chr11	76759916	76768622	-	ENSG00000254632.2	ENSG00000254632
chr11	76782251	76798153	+	ENSG00000182704.8	TSKU
chr11	76782581	76783062	-	ENSG00000255100.1	TSKU-AS1
chr11	76800364	76804555	+	ENSG00000261578.1	ENSG00000261578
chr11	76860859	77026797	+	ENSG00000078124.13	ACER3
chr11	76955417	76978619	-	ENSG00000254988.1	ENSG00000254988
chr11	77034398	77041973	+	ENSG00000198488.10	B3GNT6
chr11	77066961	77126155	+	ENSG00000149260.18	CAPN5
chr11	77102840	77103331	+	ENSG00000254550.1	OMP
chr11	77128246	77215241	+	ENSG00000137474.23	MYO7A
chr11	77216558	77301687	-	ENSG00000178795.10	GDPD4
chr11	77313606	77314032	+	ENSG00000224829.3	TOMM20P1
chr11	77322017	77474635	-	ENSG00000149269.10	PAK1
chr11	77473371	77477030	+	ENSG00000268635.2	ENSG00000268635
chr11	77514936	77637794	-	ENSG00000074201.9	CLNS1A
chr11	77566934	77566994	-	ENSG00000238880.1	RNU7-59P
chr11	77589391	77610356	+	ENSG00000178301.4	AQP11
chr11	77660009	77820869	-	ENSG00000048649.14	RSF1
chr11	77691650	77691751	+	ENSG00000206816.1	Y_RNA
chr11	77717712	77718411	-	ENSG00000254985.1	RSF1-IT2
chr11	77734475	77735026	-	ENSG00000227376.1	FTH1P16
chr11	77738680	77739568	-	ENSG00000255409.1	RSF1-IT1
chr11	77813319	77813676	-	ENSG00000219529.2	ENSG00000219529
chr11	77821109	77918432	+	ENSG00000087884.15	AAMDC
chr11	77829654	77872262	-	ENSG00000254459.1	ENSG00000254459
chr11	77850604	77851511	+	ENSG00000254691.1	ENSG00000254691
chr11	77866412	77870091	-	ENSG00000255449.1	ENSG00000255449
chr11	77868722	77869195	-	ENSG00000241782.1	ENSG00000241782
chr11	77874418	77994715	-	ENSG00000149262.18	INTS4
chr11	77914990	77915275	-	ENSG00000255115.2	ENSG00000255115
chr11	78015715	78016495	+	ENSG00000254829.1	ENSG00000254829
chr11	78015715	78046191	-	ENSG00000151364.17	KCTD14
chr11	78016971	78079865	-	ENSG00000259112.2	NDUFC2-KCTD14
chr11	78022933	78023721	+	ENSG00000254675.1	ENSG00000254675
chr11	78063861	78068351	+	ENSG00000151365.2	THRSP
chr11	78068297	78079862	-	ENSG00000151366.13	NDUFC2
chr11	78095244	78139660	-	ENSG00000159063.14	ALG8
chr11	78133420	78133522	-	ENSG00000252494.1	RNU6-126P
chr11	78139771	78175323	+	ENSG00000246174.9	KCTD21-AS1
chr11	78171249	78188626	-	ENSG00000188997.8	KCTD21
chr11	78188812	78215232	+	ENSG00000118369.13	USP35
chr11	78215293	78418348	-	ENSG00000033327.13	GAB2
chr11	78223815	78225909	+	ENSG00000288538.1	ENSG00000288538
chr11	78314796	78319236	+	ENSG00000288853.1	ENSG00000288853
chr11	78324758	78444049	+	ENSG00000254420.1	ENSG00000254420
chr11	78384059	78385739	+	ENSG00000288393.1	ENSG00000288393
chr11	78388061	78392405	+	ENSG00000254649.1	ENSG00000254649
chr11	78423982	78429836	-	ENSG00000251323.3	LINC02728
chr11	78435620	78575194	-	ENSG00000137513.11	NARS2
chr11	78533176	78558565	+	ENSG00000255084.1	ENSG00000255084
chr11	78579255	78579356	-	ENSG00000252033.1	RNU6-311P
chr11	78581675	78582156	+	ENSG00000254697.1	COPS8P3
chr11	78652829	79441030	-	ENSG00000149256.16	TENM4
chr11	78749250	78756480	+	ENSG00000254563.1	ENSG00000254563
chr11	79092848	79098003	+	ENSG00000255345.1	ENSG00000255345
chr11	79191558	79193160	+	ENSG00000254885.1	ENSG00000254885
chr11	79402022	79402109	-	ENSG00000211997.1	MIR708
chr11	79422169	79422226	-	ENSG00000266570.1	MIR5579
chr11	79604967	79612300	-	ENSG00000255209.1	ENSG00000255209
chr11	79966805	79968708	+	ENSG00000279295.1	ENSG00000279295
chr11	79987513	79989630	+	ENSG00000254471.1	ENSG00000254471
chr11	80321620	80327911	-	ENSG00000254434.1	ENSG00000254434
chr11	80527960	80528066	+	ENSG00000200146.1	RNU6-544P
chr11	80653429	80653988	-	ENSG00000255014.1	ARL6IP1P3
chr11	80751200	80762826	-	ENSG00000255178.1	LINC02720
chr11	80957317	80957634	+	ENSG00000254437.1	ENSG00000254437
chr11	81015849	81040236	+	ENSG00000285568.1	ENSG00000285568
chr11	81175201	81431520	+	ENSG00000287912.1	ENSG00000287912
chr11	81552226	81552516	+	ENSG00000254747.1	MTND4LP18
chr11	81555910	81556425	-	ENSG00000255316.1	MTND6P25
chr11	81821272	82718299	-	ENSG00000245832.7	MIR4300HG
chr11	81842435	81842669	-	ENSG00000270701.1	ENSG00000270701
chr11	81890741	81890836	-	ENSG00000264110.1	MIR4300
chr11	81970994	81987813	+	ENSG00000254511.1	ENSG00000254511
chr11	82603529	82643445	-	ENSG00000255246.2	ENSG00000255246
chr11	82689559	82689768	+	ENSG00000227097.5	RPS28P7
chr11	82729940	82733864	-	ENSG00000182103.5	FAM181B
chr11	82781502	82817741	+	ENSG00000255382.2	LINC02734
chr11	82805354	82806509	+	ENSG00000255063.1	RBMXP3
chr11	82822936	82970584	-	ENSG00000137509.12	PRCP
chr11	82835509	82837222	+	ENSG00000254441.1	EIF2S2P6
chr11	82899975	82958277	+	ENSG00000165490.13	DDIAS
chr11	82957423	82958216	+	ENSG00000242279.1	ENSG00000242279
chr11	82963681	83039115	-	ENSG00000254698.1	ENSG00000254698
chr11	82973133	83071923	-	ENSG00000137502.10	RAB30
chr11	83040806	83041403	-	ENSG00000254522.1	ENSG00000254522
chr11	83041464	83041598	-	ENSG00000207221.1	SNORA70E
chr11	83072052	83107789	+	ENSG00000246067.9	RAB30-DT
chr11	83072402	83097196	-	ENSG00000255503.1	ENSG00000255503
chr11	83083687	83084138	+	ENSG00000279900.1	ENSG00000279900
chr11	83106580	83106961	-	ENSG00000255010.1	COX5BP4
chr11	83111060	83111442	-	ENSG00000254965.1	C1DP5
chr11	83132056	83134737	+	ENSG00000255051.1	BCAS2P1
chr11	83156988	83187451	+	ENSG00000165494.12	PCF11
chr11	83180144	83184520	+	ENSG00000254676.1	ENSG00000254676
chr11	83184491	83193794	-	ENSG00000247137.9	ANKRD42-DT
chr11	83185521	83187036	-	ENSG00000269939.1	PCF11-AS1
chr11	83193712	83260694	+	ENSG00000137494.14	ANKRD42
chr11	83209399	83209634	+	ENSG00000255541.1	CKS1BP4
chr11	83209431	83213379	-	ENSG00000254551.1	ENSG00000254551
chr11	83213005	83213404	+	ENSG00000241020.1	RPL32P24
chr11	83259081	83286390	-	ENSG00000137500.10	CCDC90B
chr11	83286120	83423516	+	ENSG00000255234.6	CCDC90B-AS1
chr11	83328926	83329246	+	ENSG00000255003.1	CYCSP28
chr11	83386988	83387102	+	ENSG00000274004.1	ENSG00000274004
chr11	83455012	85627922	-	ENSG00000150672.18	DLG2
chr11	83643602	83725390	+	ENSG00000255311.5	DLG2-AS2
chr11	83789977	83791578	-	ENSG00000254629.1	ENSG00000254629
chr11	83814571	83815263	-	ENSG00000250257.1	LDHAL6DP
chr11	84545131	84546846	-	ENSG00000254713.2	HNRNPA1P72
chr11	84639993	84640565	+	ENSG00000240174.1	ENSG00000240174
chr11	84720826	84800701	+	ENSG00000254787.1	ENSG00000254787
chr11	84887207	84887419	+	ENSG00000274006.1	ENSG00000274006
chr11	84890744	84890961	+	ENSG00000276179.1	ENSG00000276179
chr11	84936689	84955705	+	ENSG00000255555.1	ENSG00000255555
chr11	84997226	84997768	-	ENSG00000255396.2	ENSG00000255396
chr11	85020785	85021655	-	ENSG00000213305.3	HNRNPCP6
chr11	85336075	85336572	-	ENSG00000254684.1	ENSG00000254684
chr11	85452282	85453698	-	ENSG00000254897.1	ENSG00000254897
chr11	85509938	85510044	+	ENSG00000206583.1	RNU6-1292P
chr11	85628573	85636539	+	ENSG00000171204.13	TMEM126B
chr11	85647967	85656547	+	ENSG00000171202.7	TMEM126A
chr11	85657742	85682908	-	ENSG00000137504.15	CREBZF
chr11	85683848	85686195	-	ENSG00000179071.5	CCDC89
chr11	85694224	85811159	-	ENSG00000137501.18	SYTL2
chr11	85852557	85854943	-	ENSG00000279742.1	ENSG00000279742
chr11	85855101	85920021	+	ENSG00000150676.13	CCDC83
chr11	85916502	85923682	-	ENSG00000255005.1	ENSG00000255005
chr11	85934737	85935663	+	ENSG00000254479.1	SLC25A1P1
chr11	85957175	86069882	-	ENSG00000073921.18	PICALM
chr11	86153227	86153334	+	ENSG00000200877.1	RNU6-560P
chr11	86192787	86193482	-	ENSG00000254699.1	LINC02695
chr11	86195132	86196266	+	ENSG00000254502.1	FNTAP1
chr11	86216596	86216878	+	ENSG00000276669.1	Metazoa_SRP
chr11	86244353	86244973	-	ENSG00000288809.1	ENSG00000288809
chr11	86244753	86278813	+	ENSG00000074266.22	EED
chr11	86278333	86278398	+	ENSG00000283744.1	MIR6755
chr11	86283927	86284668	+	ENSG00000254783.1	ENSG00000254783
chr11	86294760	86295576	+	ENSG00000255222.1	SETP17
chr11	86302211	86345943	+	ENSG00000149196.17	HIKESHI
chr11	86324012	86324309	-	ENSG00000239856.3	RN7SL225P
chr11	86374736	86423109	+	ENSG00000149201.10	CCDC81
chr11	86431590	86622867	+	ENSG00000254733.1	ENSG00000254733
chr11	86432098	86432575	+	ENSG00000254727.1	PTP4A1P6
chr11	86434924	86437282	-	ENSG00000278989.1	ENSG00000278989
chr11	86441108	86672636	-	ENSG00000151376.18	ME3
chr11	86703099	86714092	+	ENSG00000254731.1	ENSG00000254731
chr11	86727355	86765467	+	ENSG00000255250.2	ENSG00000255250
chr11	86791059	86952910	+	ENSG00000150687.12	PRSS23
chr11	86821143	86821728	-	ENSG00000271318.1	MOB4P2
chr11	86832540	86833449	-	ENSG00000197882.3	OR7E13P
chr11	86833068	86837615	+	ENSG00000269895.1	ENSG00000269895
chr11	86857059	86857947	-	ENSG00000255203.1	OR7E2P
chr11	86892214	86925037	-	ENSG00000255471.1	ENSG00000255471
chr11	86908990	86912238	-	ENSG00000280339.1	ENSG00000280339
chr11	86945679	86955395	-	ENSG00000174804.4	FZD4
chr11	86955616	87021909	+	ENSG00000246523.9	FZD4-DT
chr11	87024583	87025777	+	ENSG00000254748.1	HNRNPCP8
chr11	87037844	87328824	+	ENSG00000166575.17	TMEM135
chr11	87094734	87096585	-	ENSG00000254843.1	XIAPP2
chr11	87121058	87121596	+	ENSG00000279836.1	ENSG00000279836
chr11	87258851	87259259	-	ENSG00000213287.3	ENSG00000213287
chr11	87323709	87324359	-	ENSG00000270510.1	ENSG00000270510
chr11	87329407	87330052	-	ENSG00000254582.1	PSMA2P1
chr11	87480736	87481297	-	ENSG00000255391.1	ENSG00000255391
chr11	87490144	87491110	+	ENSG00000279701.1	ENSG00000279701
chr11	87565994	87566421	+	ENSG00000278929.1	ENSG00000278929
chr11	87606783	87606885	+	ENSG00000223015.1	RNU6-1135P
chr11	87648489	87648549	-	ENSG00000283412.1	U6
chr11	87718354	87719411	-	ENSG00000255183.1	LINC02711
chr11	87718667	87721233	-	ENSG00000279341.1	ENSG00000279341
chr11	87815035	87816157	-	ENSG00000254650.1	MTCYBP41
chr11	87816224	87816524	+	ENSG00000255022.1	ENSG00000255022
chr11	87816999	87817567	+	ENSG00000279793.1	ENSG00000279793
chr11	87847259	88045608	-	ENSG00000285835.1	ENSG00000285835
chr11	87879473	87880095	-	ENSG00000280307.1	ENSG00000280307
chr11	87917948	87917999	-	ENSG00000254794.1	ENSG00000254794
chr11	88050106	88062110	+	ENSG00000255516.1	ENSG00000255516
chr11	88061774	88098147	-	ENSG00000255102.1	ENSG00000255102
chr11	88098591	88115835	+	ENSG00000255241.1	ENSG00000255241
chr11	88099995	88100105	+	ENSG00000206690.1	Y_RNA
chr11	88113251	88175443	-	ENSG00000123892.12	RAB38
chr11	88165575	88167691	-	ENSG00000279733.1	ENSG00000279733
chr11	88176502	88176593	+	ENSG00000266581.1	MIR3166
chr11	88265069	88359684	-	ENSG00000109861.17	CTSC
chr11	88337851	88428548	+	ENSG00000288018.2	ENSG00000288018
chr11	88408179	88409223	-	ENSG00000249489.1	GAPDHP70
chr11	88504576	88524054	+	ENSG00000255082.1	GRM5-AS1
chr11	88504576	89065982	-	ENSG00000168959.15	GRM5
chr11	88612805	88612911	-	ENSG00000207113.1	RNU6-16P
chr11	89177875	89295759	+	ENSG00000077498.9	TYR
chr11	89293745	89294246	-	ENSG00000197692.5	CBX3P7
chr11	89297717	89298199	+	ENSG00000279297.1	ENSG00000279297
chr11	89300709	89301477	-	ENSG00000279603.1	ENSG00000279603
chr11	89324353	89498187	-	ENSG00000086991.13	NOX4
chr11	89498748	89499198	-	ENSG00000255295.1	H3P34
chr11	89533645	89534043	-	ENSG00000279248.1	ENSG00000279248
chr11	89545128	89545744	+	ENSG00000279697.1	ENSG00000279697
chr11	89546637	89589611	-	ENSG00000255429.1	ENSG00000255429
chr11	89548130	89548795	-	ENSG00000279045.1	ENSG00000279045
chr11	89556860	89557205	+	ENSG00000279056.1	ENSG00000279056
chr11	89576913	89577652	+	ENSG00000280201.1	ENSG00000280201
chr11	89639237	89698718	+	ENSG00000134612.12	FOLH1B
chr11	89700764	89701325	+	ENSG00000255385.1	UBTFL10
chr11	89704164	89704658	+	ENSG00000279163.1	ENSG00000279163
chr11	89710299	89717872	+	ENSG00000214414.9	TRIM77
chr11	89723482	89727253	-	ENSG00000255486.1	ENSG00000255486
chr11	89731017	89734782	+	ENSG00000255540.1	ENSG00000255540
chr11	89752785	89753975	-	ENSG00000234376.4	UBTFL2
chr11	89753982	89754953	-	ENSG00000254971.1	ENSG00000254971
chr11	89764884	89765138	+	ENSG00000255170.2	ENSG00000255170
chr11	89766440	89768836	-	ENSG00000204456.4	ENSG00000204456
chr11	89776981	89782582	+	ENSG00000254751.3	TRIM64DP
chr11	89785945	89787838	+	ENSG00000255162.1	ENSG00000255162
chr11	89789412	89789733	-	ENSG00000255285.1	ENSG00000255285
chr11	89797655	89808575	-	ENSG00000168930.13	TRIM49
chr11	89820082	89826922	+	ENSG00000250946.2	ENSG00000250946
chr11	89841997	89850970	+	ENSG00000166013.11	TRIM53BP
chr11	89854953	89862893	+	ENSG00000204455.7	TRIM51BP
chr11	89863848	89865550	-	ENSG00000254558.1	ENSG00000254558
chr11	89870438	89878487	-	ENSG00000189253.8	TRIM64B
chr11	89883927	89886213	-	ENSG00000255235.1	ENSG00000255235
chr11	89887366	89889991	+	ENSG00000254617.1	ENSG00000254617
chr11	89895799	89900449	-	ENSG00000254785.1	ENSG00000254785
chr11	89908540	89909047	+	ENSG00000255055.1	MTND1P35
chr11	89911111	89922245	-	ENSG00000223417.9	TRIM49D1
chr11	89924064	89933063	+	ENSG00000233802.8	TRIM49D2
chr11	89944035	89949402	+	ENSG00000254818.1	ENSG00000254818
chr11	89954593	89954908	-	ENSG00000278837.1	ENSG00000278837
chr11	89955146	89957165	-	ENSG00000255360.1	ENSG00000255360
chr11	89960422	89960624	+	ENSG00000254655.1	ENSG00000254655
chr11	89966037	89974072	+	ENSG00000204450.9	TRIM64
chr11	89978540	89980661	+	ENSG00000255305.1	ENSG00000255305
chr11	89981441	89989559	-	ENSG00000237706.4	TRIM51EP
chr11	89993536	89999741	-	ENSG00000225581.3	TRIM53AP
chr11	90017611	90024511	-	ENSG00000255184.1	ENSG00000255184
chr11	90031106	90042025	+	ENSG00000204449.3	TRIM49C
chr11	90049945	90050266	+	ENSG00000254803.1	ENSG00000254803
chr11	90051837	90053736	-	ENSG00000254916.1	ENSG00000254916
chr11	90057605	90062999	-	ENSG00000223709.6	TRIM64EP
chr11	90071136	90073055	+	ENSG00000255011.1	ENSG00000255011
chr11	90074839	90075096	-	ENSG00000254888.2	ENSG00000254888
chr11	90085950	90087131	+	ENSG00000255009.4	UBTFL1
chr11	90098421	90098817	-	ENSG00000254436.1	ENSG00000254436
chr11	90110638	90112022	-	ENSG00000286665.1	ENSG00000286665
chr11	90118391	90118461	+	ENSG00000207299.1	ENSG00000207299
chr11	90125658	90126061	+	ENSG00000279299.1	ENSG00000279299
chr11	90131515	90192894	+	ENSG00000077616.11	NAALAD2
chr11	90193614	90198120	+	ENSG00000280385.1	ENSG00000280385
chr11	90200429	90223077	-	ENSG00000110172.12	CHORDC1
chr11	90223153	90226538	+	ENSG00000280367.1	ENSG00000280367
chr11	90251204	90915052	+	ENSG00000261645.7	DISC1FP1
chr11	90282560	90284172	+	ENSG00000214391.3	TUBAP2
chr11	90555774	90555857	-	ENSG00000266703.1	MIR4490
chr11	90731110	90731723	+	ENSG00000280430.1	ENSG00000280430
chr11	90869121	90869202	-	ENSG00000221586.1	MIR1261
chr11	90972316	90972521	-	ENSG00000280085.1	ENSG00000280085
chr11	91013787	91015299	+	ENSG00000279209.1	ENSG00000279209
chr11	91093875	91094260	-	ENSG00000279438.1	ENSG00000279438
chr11	91114724	91115951	-	ENSG00000254677.1	OSBPL9P2
chr11	91115961	91116555	+	ENSG00000255070.1	OSBPL9P3
chr11	91157994	91234388	+	ENSG00000255187.2	LINC02748
chr11	91184934	91185543	-	ENSG00000280124.1	ENSG00000280124
chr11	91208838	91209590	-	ENSG00000278980.1	ENSG00000278980
chr11	91382909	91383289	+	ENSG00000280093.1	ENSG00000280093
chr11	91794319	91872086	+	ENSG00000255332.8	LINC02756
chr11	91949731	91950034	-	ENSG00000254961.1	TUBB4BP4
chr11	91992833	91993255	+	ENSG00000278859.1	ENSG00000278859
chr11	92161106	92161889	+	ENSG00000242248.2	RPL7AP57
chr11	92224818	92896473	+	ENSG00000165323.16	FAT3
chr11	92336032	92336496	-	ENSG00000235547.3	NDUFB11P1
chr11	92366496	92367250	-	ENSG00000249255.1	PGAM1P9
chr11	92400191	92408176	-	ENSG00000254705.1	ENSG00000254705
chr11	92498152	92498935	-	ENSG00000244244.2	RPS3AP42
chr11	92748732	92766867	-	ENSG00000255506.1	ENSG00000255506
chr11	92913227	92915644	-	ENSG00000282916.2	LINC02746
chr11	92914603	92931322	+	ENSG00000255127.3	ENSG00000255127
chr11	92937441	92937666	+	ENSG00000255287.1	SNRPGP16
chr11	92965797	92966603	+	ENSG00000254874.1	ENSG00000254874
chr11	92969651	92985066	+	ENSG00000134640.3	MTNR1B
chr11	93052395	93052827	-	ENSG00000242807.1	RPL26P31
chr11	93071529	93072031	+	ENSG00000278892.1	ENSG00000278892
chr11	93133855	93134164	+	ENSG00000279304.1	ENSG00000279304
chr11	93144174	93197991	-	ENSG00000180773.15	SLC36A4
chr11	93152075	93152750	+	ENSG00000255445.1	ENSG00000255445
chr11	93171134	93171906	+	ENSG00000280379.1	ENSG00000280379
chr11	93206990	93207583	-	ENSG00000279269.1	ENSG00000279269
chr11	93221486	93221630	-	ENSG00000233737.3	ENSG00000233737
chr11	93240133	93241168	+	ENSG00000255233.1	ENSG00000255233
chr11	93286629	93288903	-	ENSG00000279684.1	ENSG00000279684
chr11	93329971	93438487	+	ENSG00000165325.15	DEUP1
chr11	93478472	93543391	-	ENSG00000166002.7	SMCO4
chr11	93535468	93535816	+	ENSG00000234106.3	SRP14P2
chr11	93556913	93557206	+	ENSG00000240202.3	RN7SL223P
chr11	93587703	93588559	+	ENSG00000279454.1	ENSG00000279454
chr11	93592187	93592669	+	ENSG00000278953.1	ENSG00000278953
chr11	93609760	93610333	-	ENSG00000255515.1	ENSG00000255515
chr11	93661682	93730358	+	ENSG00000166004.15	CEP295
chr11	93719603	93719715	+	ENSG00000199875.1	Y_RNA
chr11	93721513	93721865	+	ENSG00000254911.3	SCARNA9
chr11	93721542	93721621	+	ENSG00000275146.1	ENSG00000275146
chr11	93721797	93721866	+	ENSG00000273885.1	ENSG00000273885
chr11	93726654	93729805	-	ENSG00000279696.1	ENSG00000279696
chr11	93729948	93784391	-	ENSG00000166012.17	TAF1D
chr11	93730513	93730646	-	ENSG00000207112.1	SNORA25
chr11	93730979	93731099	-	ENSG00000206799.1	SNORA32
chr11	93731502	93731574	-	ENSG00000202314.1	SNORD6
chr11	93732004	93732133	-	ENSG00000206834.1	SNORA1
chr11	93732361	93732499	-	ENSG00000207304.1	SNORA8
chr11	93733228	93733300	-	ENSG00000239195.1	SNORD5
chr11	93733466	93733597	-	ENSG00000207145.1	SNORA18
chr11	93733674	93733764	-	ENSG00000284458.1	MIR1304
chr11	93735111	93735236	-	ENSG00000210825.1	SNORA40
chr11	93741591	93764749	+	ENSG00000182919.15	C11orf54
chr11	93741664	93812378	+	ENSG00000284057.1	ENSG00000284057
chr11	93784227	93814963	+	ENSG00000042429.12	MED17
chr11	93818232	93850618	-	ENSG00000214376.6	VSTM5
chr11	93827622	93827734	+	ENSG00000206911.1	Y_RNA
chr11	93991346	93991429	-	ENSG00000255995.1	ENSG00000255995
chr11	93998643	93999218	-	ENSG00000256752.1	HPRT1P3
chr11	94021354	94114208	+	ENSG00000181333.12	HEPHL1
chr11	94055023	94055972	-	ENSG00000227593.2	PHBP16
chr11	94128841	94181968	+	ENSG00000110218.9	PANX1
chr11	94185439	94282203	+	ENSG00000250519.7	ENSG00000250519
chr11	94188449	94188997	-	ENSG00000256745.1	ARPC3P3
chr11	94304580	94308146	+	ENSG00000183560.10	IZUMO1R
chr11	94377316	94401419	-	ENSG00000123901.9	GPR83
chr11	94415570	94493885	-	ENSG00000020922.13	MRE11
